Código Expediente;Distrito;Barrio;Día de la Semana;Año;Mes;Nombre Mes;Día del Mes;Hora del Día;Turno;Tipo de Accidente
2018S000001;Sants-Montjuïc;el Poble-sec;Lunes;2018;1;Enero;1;3;Noche;Abast multiple
2018S000002;Eixample;la Nova Esquerra de l'Eixample;Lunes;2018;1;Enero;1;0;Noche;Col.lisió fronto-lateral
2018S000003;Sant Martí;el Camp de l'Arpa del Clot;Lunes;2018;1;Enero;1;2;Noche;Abast
2018S000004;Nou Barris;Vilapicina i la Torre Llobeta;Lunes;2018;1;Enero;1;9;Mañana;Xoc contra element estàtic
2018S000005;Nou Barris;Vallbona;Lunes;2018;1;Enero;1;9;Mañana;Bolcada (més de dues rodes)
2018S000006;Les Corts;les Corts;Lunes;2018;1;Enero;1;17;Tarde;Abast
2018S000007;Sant Martí;la Verneda i la Pau;Lunes;2018;1;Enero;1;18;Tarde;Abast
2018S000008;Sants-Montjuïc;Sants - Badal;Lunes;2018;1;Enero;1;18;Tarde;Col.lisió fronto-lateral
2018S000009;Eixample;Sant Antoni;Lunes;2018;1;Enero;1;18;Tarde;Col.lisió lateral
2018S000010;Nou Barris;Porta;Lunes;2018;1;Enero;1;19;Tarde;Col.lisió fronto-lateral
2018S000011;Eixample;la Dreta de l'Eixample;Lunes;2018;1;Enero;1;19;Tarde;Atropellament
2018S000012;Ciutat Vella;el Barri Gòtic;Lunes;2018;1;Enero;1;19;Tarde;Atropellament
2018S000013;Eixample;la Dreta de l'Eixample;Lunes;2018;1;Enero;1;22;Noche;Col.lisió lateral
2018S000014;Sant Martí;la Vila Olímpica del Poblenou;Lunes;2018;1;Enero;1;20;Tarde;Col.lisió fronto-lateral
2018S000015;Sant Martí;la Vila Olímpica del Poblenou;Lunes;2018;1;Enero;1;22;Noche;Col.lisió fronto-lateral
2018S000016;Eixample;Sant Antoni;Martes;2018;1;Enero;2;0;Noche;Col.lisió lateral
2018S000017;Eixample;la Sagrada Família;Martes;2018;1;Enero;2;7;Mañana;Col.lisió lateral
2018S000018;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Martes;2018;1;Enero;2;5;Noche;Col.lisió fronto-lateral
2018S000019;Eixample;l'Antiga Esquerra de l'Eixample;Martes;2018;1;Enero;2;9;Mañana;Col.lisió lateral
2018S000020;Eixample;la Dreta de l'Eixample;Martes;2018;1;Enero;2;9;Mañana;Altres
2018S000021;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Martes;2018;1;Enero;2;9;Mañana;Abast
2018S000022;Eixample;la Sagrada Família;Martes;2018;1;Enero;2;9;Mañana;Col.lisió fronto-lateral
2018S000023;Gràcia;la Salut;Martes;2018;1;Enero;2;9;Mañana;Xoc contra element estàtic
2018S000023;Gràcia;la Salut;Martes;2018;1;Enero;2;9;Mañana;Caiguda (dues rodes)
2018S000024;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes;Martes;2018;1;Enero;2;9;Mañana;Col.lisió lateral
2018S000025;Horta-Guinardó;la Font d'en Fargues;Martes;2018;1;Enero;2;11;Mañana;Atropellament
2018S000026;Les Corts;la Maternitat i Sant Ramon;Martes;2018;1;Enero;2;14;Tarde;Col.lisió lateral
2018S000027;Sants-Montjuïc;Hostafrancs;Martes;2018;1;Enero;2;15;Tarde;Atropellament
2018S000028;Sant Andreu;el Bon Pastor;Martes;2018;1;Enero;2;14;Tarde;Col.lisió fronto-lateral
2018S000029;Sant Andreu;el Congrés i els Indians;Martes;2018;1;Enero;2;17;Tarde;Col.lisió lateral
2018S000030;Nou Barris;Vilapicina i la Torre Llobeta;Martes;2018;1;Enero;2;16;Tarde;Atropellament
2018S000031;Les Corts;la Maternitat i Sant Ramon;Martes;2018;1;Enero;2;13;Mañana;Caiguda interior vehicle
2018S000032;Horta-Guinardó;el Baix Guinardó;Martes;2018;1;Enero;2;17;Tarde;Atropellament
2018S000033;Gràcia;la Vila de Gràcia;Martes;2018;1;Enero;2;18;Tarde;Col.lisió fronto-lateral
2018S000034;Ciutat Vella;el Raval;Martes;2018;1;Enero;2;17;Tarde;Abast multiple
2018S000035;Eixample;l'Antiga Esquerra de l'Eixample;Martes;2018;1;Enero;2;19;Tarde;Col.lisió fronto-lateral
2018S000036;Nou Barris;Porta;Martes;2018;1;Enero;2;18;Tarde;Abast
2018S000037;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;Martes;2018;1;Enero;2;16;Tarde;Col.lisió lateral
2018S000038;Eixample;l'Antiga Esquerra de l'Eixample;Martes;2018;1;Enero;2;20;Tarde;Col.lisió lateral
2018S000039;Eixample;la Dreta de l'Eixample;Martes;2018;1;Enero;2;20;Tarde;Col.lisió lateral
2018S000040;Les Corts;la Maternitat i Sant Ramon;Martes;2018;1;Enero;2;20;Tarde;Abast
2018S000041;Sant Martí;la Verneda i la Pau;Martes;2018;1;Enero;2;19;Tarde;Altres
2018S000041;Sant Martí;la Verneda i la Pau;Martes;2018;1;Enero;2;19;Tarde;Caiguda (dues rodes)
2018S000042;Sant Andreu;Sant Andreu;Martes;2018;1;Enero;2;19;Tarde;Atropellament
2018S000043;Ciutat Vella;la Barceloneta;Lunes;2018;1;Enero;1;22;Noche;Xoc contra element estàtic
2018S000044;Les Corts;les Corts;Miércoles;2018;1;Enero;3;8;Mañana;Atropellament
2018S000045;Gràcia;Vallcarca i els Penitents;Miércoles;2018;1;Enero;3;9;Mañana;Abast
2018S000046;Sant Martí;el Camp de l'Arpa del Clot;Miércoles;2018;1;Enero;3;9;Mañana;Abast
2018S000047;Sarrià-Sant Gervasi;el Putxet i el Farró;Miércoles;2018;1;Enero;3;11;Mañana;Col.lisió lateral
2018S000048;Eixample;la Dreta de l'Eixample;Miércoles;2018;1;Enero;3;11;Mañana;Abast
2018S000049;Eixample;la Nova Esquerra de l'Eixample;Miércoles;2018;1;Enero;3;12;Mañana;Caiguda (dues rodes)
2018S000050;Les Corts;Pedralbes;Miércoles;2018;1;Enero;3;9;Mañana;Abast
2018S000051;Ciutat Vella;el Raval;Miércoles;2018;1;Enero;3;12;Mañana;Caiguda (dues rodes)
2018S000051;Ciutat Vella;el Raval;Miércoles;2018;1;Enero;3;12;Mañana;Abast
2018S000052;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Miércoles;2018;1;Enero;3;13;Mañana;Col.lisió fronto-lateral
2018S000053;Eixample;Sant Antoni;Miércoles;2018;1;Enero;3;15;Tarde;Abast
2018S000054;Sants-Montjuïc;la Marina del Prat Vermell;Miércoles;2018;1;Enero;3;17;Tarde;Col.lisió lateral
2018S000055;Eixample;la Dreta de l'Eixample;Miércoles;2018;1;Enero;3;17;Tarde;Caiguda (dues rodes)
2018S000055;Eixample;la Dreta de l'Eixample;Miércoles;2018;1;Enero;3;17;Tarde;Col.lisió lateral
2018S000056;Les Corts;la Maternitat i Sant Ramon;Miércoles;2018;1;Enero;3;17;Tarde;Abast
2018S000057;Nou Barris;la Prosperitat;Miércoles;2018;1;Enero;3;19;Tarde;Abast multiple
2018S000058;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Miércoles;2018;1;Enero;3;18;Tarde;Abast
2018S000059;Eixample;l'Antiga Esquerra de l'Eixample;Miércoles;2018;1;Enero;3;19;Tarde;Atropellament
2018S000060;Eixample;la Nova Esquerra de l'Eixample;Miércoles;2018;1;Enero;3;20;Tarde;Caiguda (dues rodes)
2018S000060;Eixample;la Nova Esquerra de l'Eixample;Miércoles;2018;1;Enero;3;20;Tarde;Col.lisió lateral
2018S000061;Horta-Guinardó;Montbau;Miércoles;2018;1;Enero;3;20;Tarde;Col.lisió lateral
2018S000062;Nou Barris;les Roquetes;Miércoles;2018;1;Enero;3;21;Tarde;Abast
2018S000063;Eixample;la Dreta de l'Eixample;Miércoles;2018;1;Enero;3;21;Tarde;Col.lisió lateral
2018S000064;Sant Andreu;la Sagrera;Miércoles;2018;1;Enero;3;19;Tarde;Caiguda interior vehicle
2018S000065;Sant Martí;Provençals del Poblenou;Miércoles;2018;1;Enero;3;23;Noche;Col.lisió fronto-lateral
2018S000066;Les Corts;la Maternitat i Sant Ramon;Jueves;2018;1;Enero;4;6;Mañana;Caiguda (dues rodes)
2018S000067;Sant Martí;el Clot;Jueves;2018;1;Enero;4;7;Mañana;Col.lisió fronto-lateral
2018S000068;Sants-Montjuïc;el Poble-sec;Jueves;2018;1;Enero;4;7;Mañana;Abast
2018S000069;Sant Martí;el Camp de l'Arpa del Clot;Jueves;2018;1;Enero;4;8;Mañana;Col.lisió lateral
2018S000070;Sants-Montjuïc;la Marina del Prat Vermell;Jueves;2018;1;Enero;4;9;Mañana;Atropellament
2018S000071;Sants-Montjuïc;Hostafrancs;Jueves;2018;1;Enero;4;11;Mañana;Col.lisió fronto-lateral
2018S000072;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Jueves;2018;1;Enero;4;11;Mañana;Caiguda (dues rodes)
2018S000073;Eixample;l'Antiga Esquerra de l'Eixample;Jueves;2018;1;Enero;4;9;Mañana;Atropellament
2018S000074;Eixample;la Dreta de l'Eixample;Jueves;2018;1;Enero;4;12;Mañana;Altres
2018S000075;Gràcia;la Vila de Gràcia;Jueves;2018;1;Enero;4;12;Mañana;Atropellament
2018S000076;Les Corts;la Maternitat i Sant Ramon;Jueves;2018;1;Enero;4;14;Tarde;Atropellament
2018S000076;Les Corts;la Maternitat i Sant Ramon;Jueves;2018;1;Enero;4;14;Tarde;Abast
2018S000077;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Jueves;2018;1;Enero;4;14;Tarde;Abast
2018S000078;Eixample;l'Antiga Esquerra de l'Eixample;Jueves;2018;1;Enero;4;14;Tarde;Abast multiple
2018S000079;Horta-Guinardó;el Baix Guinardó;Jueves;2018;1;Enero;4;15;Tarde;Col.lisió lateral
2018S000080;Eixample;el Fort Pienc;Jueves;2018;1;Enero;4;13;Mañana;Col.lisió lateral
2018S000081;Sant Martí;el Parc i la Llacuna del Poblenou;Jueves;2018;1;Enero;4;17;Tarde;Col.lisió fronto-lateral
2018S000082;Sants-Montjuïc;la Marina de Port;Jueves;2018;1;Enero;4;18;Tarde;Col.lisió fronto-lateral
2018S000083;Sant Martí;el Camp de l'Arpa del Clot;Jueves;2018;1;Enero;4;13;Mañana;Caiguda interior vehicle
2018S000084;Sarrià-Sant Gervasi;el Putxet i el Farró;Jueves;2018;1;Enero;4;18;Tarde;Atropellament
2018S000085;Eixample;la Nova Esquerra de l'Eixample;Jueves;2018;1;Enero;4;19;Tarde;Col.lisió lateral
2018S000086;Horta-Guinardó;la Vall d'Hebron;Jueves;2018;1;Enero;4;18;Tarde;Col.lisió lateral
2018S000087;Eixample;la Dreta de l'Eixample;Jueves;2018;1;Enero;4;19;Tarde;Col.lisió fronto-lateral
2018S000088;Eixample;la Dreta de l'Eixample;Jueves;2018;1;Enero;4;15;Tarde;Abast
2018S000089;Eixample;la Sagrada Família;Jueves;2018;1;Enero;4;21;Tarde;Col.lisió frontal
2018S000089;Eixample;la Sagrada Família;Jueves;2018;1;Enero;4;21;Tarde;Col.lisió lateral
2018S000090;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Jueves;2018;1;Enero;4;16;Tarde;Caiguda interior vehicle
2018S000091;Sants-Montjuïc;la Marina de Port;Viernes;2018;1;Enero;5;7;Mañana;Abast
2018S000092;Les Corts;la Maternitat i Sant Ramon;Viernes;2018;1;Enero;5;8;Mañana;Atropellament
2018S000093;Eixample;l'Antiga Esquerra de l'Eixample;Viernes;2018;1;Enero;5;9;Mañana;Col.lisió lateral
2018S000094;Ciutat Vella;el Barri Gòtic;Viernes;2018;1;Enero;5;11;Mañana;Col.lisió lateral
2018S000095;Les Corts;Pedralbes;Viernes;2018;1;Enero;5;9;Mañana;Atropellament
2018S000096;Sants-Montjuïc;Sants;Viernes;2018;1;Enero;5;10;Mañana;Col.lisió lateral
2018S000097;Horta-Guinardó;el Guinardó;Viernes;2018;1;Enero;5;11;Mañana;Xoc contra element estàtic
2018S000098;Horta-Guinardó;la Clota;Viernes;2018;1;Enero;5;12;Mañana;Abast
2018S000099;Nou Barris;Porta;Viernes;2018;1;Enero;5;15;Tarde;Col.lisió fronto-lateral
2018S000100;Les Corts;la Maternitat i Sant Ramon;Viernes;2018;1;Enero;5;15;Tarde;Col.lisió fronto-lateral
2018S000101;Eixample;la Nova Esquerra de l'Eixample;Viernes;2018;1;Enero;5;16;Tarde;Abast
2018S000102;Eixample;l'Antiga Esquerra de l'Eixample;Viernes;2018;1;Enero;5;15;Tarde;Abast
2018S000103;Sant Martí;el Clot;Viernes;2018;1;Enero;5;17;Tarde;Abast
2018S000104;Sarrià-Sant Gervasi;el Putxet i el Farró;Viernes;2018;1;Enero;5;16;Tarde;Atropellament
2018S000105;Horta-Guinardó;el Baix Guinardó;Viernes;2018;1;Enero;5;18;Tarde;Altres
2018S000106;Eixample;la Dreta de l'Eixample;Viernes;2018;1;Enero;5;16;Tarde;Col.lisió fronto-lateral
2018S000107;Horta-Guinardó;Horta;Viernes;2018;1;Enero;5;13;Mañana;Col.lisió lateral
2018S000108;Eixample;el Fort Pienc;Viernes;2018;1;Enero;5;18;Tarde;Col.lisió fronto-lateral
2018S000109;Eixample;la Sagrada Família;Viernes;2018;1;Enero;5;17;Tarde;Caiguda interior vehicle
2018S000110;Nou Barris;Vilapicina i la Torre Llobeta;Viernes;2018;1;Enero;5;21;Tarde;Col.lisió lateral
2018S000111;Sant Martí;Sant Martí de Provençals;Viernes;2018;1;Enero;5;19;Tarde;Xoc contra element estàtic
2018S000112;Eixample;Sant Antoni;Viernes;2018;1;Enero;5;23;Noche;Atropellament
2018S000113;Nou Barris;la Prosperitat;Sábado;2018;1;Enero;6;0;Noche;Col.lisió fronto-lateral
2018S000114;Sants-Montjuïc;la Marina del Prat Vermell;Sábado;2018;1;Enero;6;2;Noche;Xoc contra element estàtic
2018S000115;Sant Andreu;la Trinitat Vella;Sábado;2018;1;Enero;6;5;Noche;Xoc contra element estàtic
2018S000116;Sant Martí;el Clot;Sábado;2018;1;Enero;6;10;Mañana;Xoc contra element estàtic
2018S000117;Nou Barris;la Prosperitat;Sábado;2018;1;Enero;6;13;Mañana;Atropellament
2018S000118;Sant Andreu;Sant Andreu;Sábado;2018;1;Enero;6;13;Mañana;Atropellament
2018S000119;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Sábado;2018;1;Enero;6;13;Mañana;Col.lisió lateral
2018S000120;Ciutat Vella;el Barri Gòtic;Sábado;2018;1;Enero;6;19;Tarde;Abast multiple
2018S000121;Sarrià-Sant Gervasi;el Putxet i el Farró;Sábado;2018;1;Enero;6;19;Tarde;Caiguda (dues rodes)
2018S000121;Sarrià-Sant Gervasi;el Putxet i el Farró;Sábado;2018;1;Enero;6;19;Tarde;Atropellament
2018S000122;Eixample;la Nova Esquerra de l'Eixample;Sábado;2018;1;Enero;6;19;Tarde;Col.lisió lateral
2018S000123;Les Corts;les Corts;Sábado;2018;1;Enero;6;19;Tarde;Atropellament
2018S000124;Eixample;la Nova Esquerra de l'Eixample;Sábado;2018;1;Enero;6;22;Noche;Abast
2018S000125;Gràcia;Vallcarca i els Penitents;Sábado;2018;1;Enero;6;19;Tarde;Col.lisió lateral
2018S000126;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;Lunes;2018;1;Enero;15;19;Tarde;Col.lisió fronto-lateral
2018S000126;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;Lunes;2018;1;Enero;15;19;Tarde;Col.lisió lateral
2018S000127;Eixample;el Fort Pienc;Sábado;2018;1;Enero;6;20;Tarde;Abast multiple
2018S000128;Les Corts;la Maternitat i Sant Ramon;Domingo;2018;1;Enero;7;0;Noche;Abast
2018S000129;Sant Martí;la Vila Olímpica del Poblenou;Sábado;2018;1;Enero;6;23;Noche;Atropellament
2018S000130;Ciutat Vella;el Raval;Domingo;2018;1;Enero;7;2;Noche;Col.lisió fronto-lateral
2018S000131;Sant Andreu;el Congrés i els Indians;Sábado;2018;1;Enero;6;22;Noche;Altres
2018S000132;Sants-Montjuïc;Sants;Domingo;2018;1;Enero;7;2;Noche;Caiguda (dues rodes)
2018S000133;Sants-Montjuïc;Sants - Badal;Domingo;2018;1;Enero;7;3;Noche;Abast
2018S000134;Sarrià-Sant Gervasi;les Tres Torres;Domingo;2018;1;Enero;7;6;Mañana;Xoc contra element estàtic
2018S000135;Horta-Guinardó;el Baix Guinardó;Domingo;2018;1;Enero;7;6;Mañana;Abast
2018S000136;Gràcia;la Vila de Gràcia;Domingo;2018;1;Enero;7;7;Mañana;Col.lisió fronto-lateral
2018S000137;Eixample;la Nova Esquerra de l'Eixample;Domingo;2018;1;Enero;7;10;Mañana;Abast
2018S000138;Sant Martí;el Clot;Domingo;2018;1;Enero;7;11;Mañana;Abast
2018S000139;Les Corts;Pedralbes;Domingo;2018;1;Enero;7;12;Mañana;Abast
2018S000140;Les Corts;les Corts;Domingo;2018;1;Enero;7;13;Mañana;Caiguda interior vehicle
2018S000141;Sant Andreu;Baró de Viver;Domingo;2018;1;Enero;7;17;Tarde;Xoc contra element estàtic
2018S000142;Sants-Montjuïc;la Marina de Port;Domingo;2018;1;Enero;7;19;Tarde;Abast
2018S000143;Ciutat Vella;la Barceloneta;Domingo;2018;1;Enero;7;19;Tarde;Abast
2018S000144;Gràcia;el Camp d'en Grassot i Gràcia Nova;Domingo;2018;1;Enero;7;19;Tarde;Caiguda (dues rodes)
2018S000145;Sant Andreu;la Sagrera;Domingo;2018;1;Enero;7;20;Tarde;Caiguda (dues rodes)
2018S000146;Sants-Montjuïc;el Poble-sec;Domingo;2018;1;Enero;7;21;Tarde;Col.lisió lateral
2018S000147;Eixample;la Nova Esquerra de l'Eixample;Lunes;2018;1;Enero;8;0;Noche;Caiguda interior vehicle
2018S000148;Eixample;la Nova Esquerra de l'Eixample;Lunes;2018;1;Enero;8;1;Noche;Col.lisió fronto-lateral
2018S000149;Sarrià-Sant Gervasi;Sarrià;Lunes;2018;1;Enero;8;6;Mañana;Col.lisió fronto-lateral
2018S000150;Desconegut;Desconegut;Lunes;2018;1;Enero;8;7;Mañana;Caiguda (dues rodes)
2018S000150;Desconegut;Desconegut;Lunes;2018;1;Enero;8;7;Mañana;Col.lisió lateral
2018S000151;Sants-Montjuïc;el Poble-sec;Lunes;2018;1;Enero;8;8;Mañana;Col.lisió lateral
2018S000152;Eixample;la Dreta de l'Eixample;Lunes;2018;1;Enero;8;7;Mañana;Abast
2018S000153;Horta-Guinardó;el Guinardó;Domingo;2018;1;Enero;7;21;Tarde;Caiguda (dues rodes)
2018S000154;Nou Barris;la Prosperitat;Lunes;2018;1;Enero;8;7;Mañana;Atropellament
2018S000155;Les Corts;les Corts;Lunes;2018;1;Enero;8;8;Mañana;Abast
2018S000156;Nou Barris;Canyelles;Lunes;2018;1;Enero;8;8;Mañana;Col.lisió lateral
2018S000157;Gràcia;la Vila de Gràcia;Lunes;2018;1;Enero;8;7;Mañana;Col.lisió fronto-lateral
2018S000158;Sant Martí;el Clot;Lunes;2018;1;Enero;8;9;Mañana;Atropellament
2018S000159;Sant Martí;el Camp de l'Arpa del Clot;Lunes;2018;1;Enero;8;7;Mañana;Caiguda (dues rodes)
2018S000160;Horta-Guinardó;Horta;Lunes;2018;1;Enero;8;5;Noche;Abast
2018S000161;Sant Martí;Provençals del Poblenou;Lunes;2018;1;Enero;8;9;Mañana;Col.lisió lateral
2018S000162;Eixample;la Dreta de l'Eixample;Lunes;2018;1;Enero;8;7;Mañana;Col.lisió lateral
2018S000162;Eixample;la Dreta de l'Eixample;Lunes;2018;1;Enero;8;7;Mañana;Xoc contra element estàtic
2018S000163;Sants-Montjuïc;la Bordeta;Lunes;2018;1;Enero;8;10;Mañana;Col.lisió fronto-lateral
2018S000164;Eixample;l'Antiga Esquerra de l'Eixample;Lunes;2018;1;Enero;8;12;Mañana;Col.lisió lateral
2018S000165;Gràcia;la Salut;Lunes;2018;1;Enero;8;12;Mañana;Col.lisió lateral
2018S000166;Eixample;l'Antiga Esquerra de l'Eixample;Lunes;2018;1;Enero;8;13;Mañana;Col.lisió lateral
2018S000167;Eixample;la Nova Esquerra de l'Eixample;Lunes;2018;1;Enero;8;12;Mañana;Col.lisió lateral
2018S000168;Sant Andreu;Sant Andreu;Lunes;2018;1;Enero;8;12;Mañana;Xoc contra element estàtic
2018S000169;Horta-Guinardó;el Baix Guinardó;Lunes;2018;1;Enero;8;12;Mañana;Abast
2018S000170;Les Corts;Pedralbes;Lunes;2018;1;Enero;8;15;Tarde;Col.lisió lateral
2018S000171;Eixample;l'Antiga Esquerra de l'Eixample;Lunes;2018;1;Enero;8;17;Tarde;Atropellament
2018S000172;Eixample;la Dreta de l'Eixample;Lunes;2018;1;Enero;8;14;Tarde;Col.lisió lateral
2018S000173;Sants-Montjuïc;el Poble-sec;Lunes;2018;1;Enero;8;18;Tarde;Col.lisió lateral
2018S000174;Les Corts;la Maternitat i Sant Ramon;Lunes;2018;1;Enero;8;13;Mañana;Col.lisió lateral
2018S000175;Eixample;la Dreta de l'Eixample;Lunes;2018;1;Enero;8;17;Tarde;Abast
2018S000176;Sant Andreu;el Bon Pastor;Lunes;2018;1;Enero;8;18;Tarde;Col.lisió fronto-lateral
2018S000177;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Lunes;2018;1;Enero;8;13;Mañana;Atropellament
2018S000178;Sants-Montjuïc;el Poble-sec;Lunes;2018;1;Enero;8;19;Tarde;Altres
2018S000179;Eixample;la Dreta de l'Eixample;Lunes;2018;1;Enero;8;20;Tarde;Col.lisió lateral
2018S000180;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes;Lunes;2018;1;Enero;8;15;Tarde;Xoc contra element estàtic
2018S000181;Eixample;la Nova Esquerra de l'Eixample;Lunes;2018;1;Enero;8;21;Tarde;Col.lisió lateral
2018S000182;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;Lunes;2018;1;Enero;8;16;Tarde;Abast
2018S000183;Gràcia;el Camp d'en Grassot i Gràcia Nova;Lunes;2018;1;Enero;8;15;Tarde;Caiguda (dues rodes)
2018S000184;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Lunes;2018;1;Enero;8;17;Tarde;Col.lisió lateral
2018S000185;Sant Martí;el Camp de l'Arpa del Clot;Lunes;2018;1;Enero;8;18;Tarde;Col.lisió fronto-lateral
2018S000186;Gràcia;la Salut;Lunes;2018;1;Enero;8;23;Noche;Abast
2018S000187;Nou Barris;Verdun;Martes;2018;1;Enero;9;6;Mañana;Col.lisió fronto-lateral
2018S000188;Eixample;l'Antiga Esquerra de l'Eixample;Lunes;2018;1;Enero;8;15;Tarde;Col.lisió lateral
2018S000189;Sants-Montjuïc;la Marina del Prat Vermell;Martes;2018;1;Enero;9;9;Mañana;Abast
2018S000190;Eixample;la Dreta de l'Eixample;Martes;2018;1;Enero;9;8;Mañana;Col.lisió lateral
2018S000191;Sant Andreu;la Sagrera;Martes;2018;1;Enero;9;9;Mañana;Col.lisió lateral
2018S000192;Sarrià-Sant Gervasi;les Tres Torres;Martes;2018;1;Enero;9;9;Mañana;Caiguda (dues rodes)
2018S000192;Sarrià-Sant Gervasi;les Tres Torres;Martes;2018;1;Enero;9;9;Mañana;Abast
2018S000193;Sant Andreu;la Sagrera;Martes;2018;1;Enero;9;9;Mañana;Col.lisió fronto-lateral
2018S000194;Les Corts;les Corts;Martes;2018;1;Enero;9;8;Mañana;Col.lisió fronto-lateral
2018S000195;Eixample;la Dreta de l'Eixample;Martes;2018;1;Enero;9;9;Mañana;Col.lisió lateral
2018S000196;Sarrià-Sant Gervasi;les Tres Torres;Martes;2018;1;Enero;9;11;Mañana;Abast
2018S000197;Les Corts;la Maternitat i Sant Ramon;Martes;2018;1;Enero;9;10;Mañana;Col.lisió lateral
2018S000198;Gràcia;el Camp d'en Grassot i Gràcia Nova;Martes;2018;1;Enero;9;11;Mañana;Col.lisió fronto-lateral
2018S000199;Nou Barris;Porta;Martes;2018;1;Enero;9;11;Mañana;Col.lisió fronto-lateral
2018S000200;Les Corts;les Corts;Martes;2018;1;Enero;9;11;Mañana;Atropellament
2018S000201;Sants-Montjuïc;el Poble-sec;Martes;2018;1;Enero;9;10;Mañana;Col.lisió fronto-lateral
2018S000202;Sant Martí;Provençals del Poblenou;Martes;2018;1;Enero;9;12;Mañana;Atropellament
2018S000203;Sant Martí;el Camp de l'Arpa del Clot;Martes;2018;1;Enero;9;8;Mañana;Caiguda (dues rodes)
2018S000204;Sant Andreu;el Congrés i els Indians;Martes;2018;1;Enero;9;12;Mañana;Xoc contra element estàtic
2018S000205;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Martes;2018;1;Enero;9;11;Mañana;Abast
2018S000206;Les Corts;les Corts;Martes;2018;1;Enero;9;13;Mañana;Col.lisió fronto-lateral
2018S000207;Sant Martí;el Camp de l'Arpa del Clot;Martes;2018;1;Enero;9;14;Tarde;Col.lisió lateral
2018S000208;Sant Andreu;Sant Andreu;Martes;2018;1;Enero;9;13;Mañana;Caiguda (dues rodes)
2018S000209;Sarrià-Sant Gervasi;Sarrià;Martes;2018;1;Enero;9;17;Tarde;Col.lisió fronto-lateral
2018S000210;Eixample;l'Antiga Esquerra de l'Eixample;Martes;2018;1;Enero;9;16;Tarde;Col.lisió lateral
2018S000211;Eixample;la Dreta de l'Eixample;Martes;2018;1;Enero;9;14;Tarde;Caiguda (dues rodes)
2018S000212;Sant Martí;Provençals del Poblenou;Martes;2018;1;Enero;9;17;Tarde;Abast
2018S000213;Sant Martí;la Verneda i la Pau;Martes;2018;1;Enero;9;16;Tarde;Col.lisió fronto-lateral
2018S000214;Ciutat Vella;la Barceloneta;Martes;2018;1;Enero;9;10;Mañana;Col.lisió lateral
2018S000215;Sants-Montjuïc;el Poble-sec;Martes;2018;1;Enero;9;19;Tarde;Abast
2018S000216;Eixample;la Sagrada Família;Martes;2018;1;Enero;9;19;Tarde;Caiguda interior vehicle
2018S000217;Eixample;la Dreta de l'Eixample;Martes;2018;1;Enero;9;18;Tarde;Abast
2018S000218;Eixample;el Fort Pienc;Martes;2018;1;Enero;9;19;Tarde;Col.lisió fronto-lateral
2018S000219;Sants-Montjuïc;Hostafrancs;Martes;2018;1;Enero;9;19;Tarde;Col.lisió frontal
2018S000220;Eixample;la Dreta de l'Eixample;Martes;2018;1;Enero;9;19;Tarde;Atropellament
2018S000221;Sant Andreu;el Bon Pastor;Miércoles;2018;1;Enero;10;9;Mañana;Abast
2018S000222;Eixample;la Dreta de l'Eixample;Miércoles;2018;1;Enero;10;10;Mañana;Abast
2018S000223;Horta-Guinardó;Horta;Miércoles;2018;1;Enero;10;9;Mañana;Caiguda interior vehicle
2018S000224;Eixample;la Dreta de l'Eixample;Miércoles;2018;1;Enero;10;11;Mañana;Caiguda interior vehicle
2018S000225;Gràcia;el Camp d'en Grassot i Gràcia Nova;Miércoles;2018;1;Enero;10;13;Mañana;Abast
2018S000226;Eixample;la Sagrada Família;Miércoles;2018;1;Enero;10;13;Mañana;Col.lisió lateral
2018S000227;Eixample;l'Antiga Esquerra de l'Eixample;Miércoles;2018;1;Enero;10;13;Mañana;Col.lisió lateral
2018S000228;Sants-Montjuïc;Sants;Miércoles;2018;1;Enero;3;14;Tarde;Atropellament
2018S000229;Eixample;l'Antiga Esquerra de l'Eixample;Miércoles;2018;1;Enero;10;15;Tarde;Col.lisió fronto-lateral
2018S000230;Les Corts;les Corts;Miércoles;2018;1;Enero;10;15;Tarde;Atropellament
2018S000231;Sant Martí;el Parc i la Llacuna del Poblenou;Miércoles;2018;1;Enero;10;16;Tarde;Abast
