Código Expediente;Distrito;Barrio;Día de la Semana;Año;Mes;Nombre Mes;Día del Mes;Hora del Día;Turno;Tipo de Accidente
2018S006035;Horta-Guinardó;el Guinardó;Sábado;2018;8;Agosto;4;6;Mañana;Xoc contra element estàtic
2018S006036;Sarrià-Sant Gervasi;Sarrià;Viernes;2018;8;Agosto;3;15;Tarde;Abast multiple
2018S006037;Eixample;la Dreta de l'Eixample;Sábado;2018;8;Agosto;4;11;Mañana;Abast
2018S006038;Eixample;la Dreta de l'Eixample;Sábado;2018;8;Agosto;4;11;Mañana;Col.lisió lateral
2018S006038;Eixample;la Dreta de l'Eixample;Sábado;2018;8;Agosto;4;11;Mañana;Col.lisió fronto-lateral
2018S006039;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;Sábado;2018;8;Agosto;4;11;Mañana;Col.lisió fronto-lateral
2018S006040;Eixample;la Nova Esquerra de l'Eixample;Sábado;2018;8;Agosto;4;12;Mañana;Col.lisió lateral
2018S006041;Eixample;la Dreta de l'Eixample;Sábado;2018;8;Agosto;4;12;Mañana;Abast
2018S006042;Les Corts;la Maternitat i Sant Ramon;Sábado;2018;8;Agosto;4;14;Tarde;Col.lisió fronto-lateral
2018S006043;Ciutat Vella;la Barceloneta;Sábado;2018;8;Agosto;4;14;Tarde;Col.lisió fronto-lateral
2018S006044;Sant Martí;el Parc i la Llacuna del Poblenou;Sábado;2018;8;Agosto;4;15;Tarde;Abast
2018S006045;Eixample;la Dreta de l'Eixample;Sábado;2018;8;Agosto;4;14;Tarde;Col.lisió fronto-lateral
2018S006046;Eixample;la Sagrada Família;Sábado;2018;8;Agosto;4;12;Mañana;Col.lisió lateral
2018S006047;Eixample;Sant Antoni;Sábado;2018;8;Agosto;4;16;Tarde;Caiguda (dues rodes)
2018S006048;Sants-Montjuïc;la Marina de Port;Sábado;2018;8;Agosto;4;13;Mañana;Altres
2018S006049;Sant Martí;el Poblenou;Miércoles;2018;8;Agosto;8;19;Tarde;Atropellament
2018S006049;Sant Martí;el Poblenou;Miércoles;2018;8;Agosto;8;19;Tarde;Caiguda (dues rodes)
2018S006050;Sant Andreu;Baró de Viver;Sábado;2018;8;Agosto;4;13;Mañana;Col.lisió lateral
2018S006051;Sarrià-Sant Gervasi;les Tres Torres;Sábado;2018;8;Agosto;4;19;Tarde;Xoc contra element estàtic
2018S006052;Ciutat Vella;el Raval;Sábado;2018;8;Agosto;4;21;Tarde;Col.lisió fronto-lateral
2018S006053;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Sábado;2018;8;Agosto;4;21;Tarde;Xoc contra element estàtic
2018S006054;Eixample;la Nova Esquerra de l'Eixample;Domingo;2018;8;Agosto;5;0;Noche;Col.lisió lateral
2018S006055;Eixample;la Dreta de l'Eixample;Domingo;2018;8;Agosto;5;11;Mañana;Col.lisió fronto-lateral
2018S006056;Eixample;la Dreta de l'Eixample;Domingo;2018;8;Agosto;5;14;Tarde;Col.lisió fronto-lateral
2018S006057;Eixample;l'Antiga Esquerra de l'Eixample;Domingo;2018;8;Agosto;5;16;Tarde;Abast
2018S006058;Sants-Montjuïc;el Poble-sec;Domingo;2018;8;Agosto;5;16;Tarde;Col.lisió fronto-lateral
2018S006059;Ciutat Vella;el Barri Gòtic;Domingo;2018;8;Agosto;5;13;Mañana;Col.lisió fronto-lateral
2018S006060;Sant Andreu;el Congrés i els Indians;Domingo;2018;8;Agosto;5;19;Tarde;Col.lisió fronto-lateral
2018S006061;Sant Martí;el Poblenou;Domingo;2018;8;Agosto;5;21;Tarde;Col.lisió fronto-lateral
2018S006062;Eixample;la Dreta de l'Eixample;Lunes;2018;8;Agosto;6;22;Noche;Xoc contra element estàtic
2018S006063;Sant Martí;la Vila Olímpica del Poblenou;Lunes;2018;8;Agosto;6;3;Noche;Caiguda (dues rodes)
2018S006063;Sant Martí;la Vila Olímpica del Poblenou;Lunes;2018;8;Agosto;6;3;Noche;Col.lisió lateral
2018S006064;Sant Andreu;el Bon Pastor;Lunes;2018;8;Agosto;6;9;Mañana;Abast
2018S006065;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Lunes;2018;8;Agosto;6;9;Mañana;Caiguda (dues rodes)
2018S006066;Eixample;la Dreta de l'Eixample;Lunes;2018;8;Agosto;6;11;Mañana;Col.lisió lateral
2018S006067;Sants-Montjuïc;el Poble-sec;Lunes;2018;8;Agosto;6;9;Mañana;Xoc contra element estàtic
2018S006068;Gràcia;Vallcarca i els Penitents;Lunes;2018;8;Agosto;6;10;Mañana;Xoc contra element estàtic
2018S006069;Eixample;la Nova Esquerra de l'Eixample;Lunes;2018;8;Agosto;6;11;Mañana;Abast
2018S006070;Les Corts;la Maternitat i Sant Ramon;Lunes;2018;8;Agosto;6;12;Mañana;Xoc contra element estàtic
2018S006071;Sant Martí;la Vila Olímpica del Poblenou;Lunes;2018;8;Agosto;6;12;Mañana;Atropellament
2018S006072;Eixample;la Dreta de l'Eixample;Lunes;2018;8;Agosto;6;13;Mañana;Col.lisió lateral
2018S006073;Sarrià-Sant Gervasi;el Putxet i el Farró;Lunes;2018;8;Agosto;6;14;Tarde;Col.lisió fronto-lateral
2018S006074;Eixample;l'Antiga Esquerra de l'Eixample;Lunes;2018;8;Agosto;6;13;Mañana;Abast
2018S006075;Eixample;la Dreta de l'Eixample;Lunes;2018;8;Agosto;6;15;Tarde;Caiguda interior vehicle
2018S006076;Les Corts;les Corts;Lunes;2018;8;Agosto;6;15;Tarde;Col.lisió fronto-lateral
2018S006077;Eixample;la Dreta de l'Eixample;Lunes;2018;8;Agosto;6;12;Mañana;Col.lisió lateral
2018S006078;Sants-Montjuïc;la Font de la Guatlla;Lunes;2018;8;Agosto;6;17;Tarde;Abast
2018S006079;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Lunes;2018;8;Agosto;6;16;Tarde;Col.lisió lateral
2018S006080;Eixample;la Dreta de l'Eixample;Lunes;2018;8;Agosto;6;18;Tarde;Atropellament
2018S006081;Sant Martí;el Parc i la Llacuna del Poblenou;Lunes;2018;8;Agosto;6;19;Tarde;Col.lisió fronto-lateral
2018S006082;Eixample;l'Antiga Esquerra de l'Eixample;Lunes;2018;8;Agosto;6;17;Tarde;Abast
2018S006083;Sant Martí;la Vila Olímpica del Poblenou;Lunes;2018;8;Agosto;6;17;Tarde;Caiguda interior vehicle
2018S006084;Nou Barris;la Guineueta;Lunes;2018;8;Agosto;6;16;Tarde;Abast multiple
2018S006085;Eixample;la Sagrada Família;Lunes;2018;8;Agosto;6;14;Tarde;Col.lisió fronto-lateral
2018S006086;Sants-Montjuïc;Sants;Lunes;2018;8;Agosto;6;22;Noche;Col.lisió fronto-lateral
2018S006087;Sants-Montjuïc;la Marina del Prat Vermell;Lunes;2018;8;Agosto;6;17;Tarde;Col.lisió fronto-lateral
2018S006088;Eixample;la Dreta de l'Eixample;Martes;2018;8;Agosto;7;3;Noche;Xoc contra element estàtic
2018S006089;Sant Martí;Sant Martí de Provençals;Martes;2018;8;Agosto;7;10;Mañana;Atropellament
2018S006090;Eixample;Sant Antoni;Martes;2018;8;Agosto;7;10;Mañana;Col.lisió lateral
2018S006091;Les Corts;la Maternitat i Sant Ramon;Martes;2018;8;Agosto;7;10;Mañana;Altres
2018S006093;Sant Martí;el Clot;Martes;2018;8;Agosto;7;11;Mañana;Abast
2018S006094;Sants-Montjuïc;la Marina de Port;Jueves;2018;8;Agosto;2;10;Mañana;Atropellament
2018S006095;Horta-Guinardó;la Vall d'Hebron;Martes;2018;8;Agosto;7;12;Mañana;Col.lisió fronto-lateral
2018S006096;Eixample;l'Antiga Esquerra de l'Eixample;Martes;2018;8;Agosto;7;14;Tarde;Col.lisió lateral
2018S006097;Horta-Guinardó;Montbau;Martes;2018;8;Agosto;7;17;Tarde;Desconegut
2018S006098;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;Martes;2018;8;Agosto;7;17;Tarde;Col.lisió lateral
2018S006099;Eixample;la Sagrada Família;Martes;2018;8;Agosto;7;13;Mañana;Col.lisió lateral
2018S006100;Sant Martí;el Camp de l'Arpa del Clot;Martes;2018;8;Agosto;7;14;Tarde;Col.lisió fronto-lateral
2018S006101;Sant Martí;el Clot;Martes;2018;8;Agosto;7;13;Mañana;Col.lisió fronto-lateral
2018S006102;Eixample;Sant Antoni;Martes;2018;8;Agosto;7;17;Tarde;Col.lisió lateral
2018S006103;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;Martes;2018;8;Agosto;7;18;Tarde;Abast
2018S006104;Sants-Montjuïc;el Poble-sec;Martes;2018;8;Agosto;7;19;Tarde;Col.lisió fronto-lateral
2018S006105;Eixample;l'Antiga Esquerra de l'Eixample;Martes;2018;8;Agosto;7;22;Noche;Col.lisió fronto-lateral
2018S006106;Ciutat Vella;la Barceloneta;Martes;2018;8;Agosto;7;23;Noche;Col.lisió lateral
2018S006107;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Martes;2018;8;Agosto;7;23;Noche;Caiguda (dues rodes)
2018S006108;Sants-Montjuïc;Hostafrancs;Martes;2018;8;Agosto;7;17;Tarde;Col.lisió fronto-lateral
2018S006109;Ciutat Vella;el Raval;Martes;2018;8;Agosto;7;13;Mañana;Xoc contra element estàtic
2018S006110;Eixample;la Dreta de l'Eixample;Miércoles;2018;8;Agosto;8;9;Mañana;Col.lisió fronto-lateral
2018S006111;Eixample;l'Antiga Esquerra de l'Eixample;Miércoles;2018;8;Agosto;8;9;Mañana;Col.lisió fronto-lateral
2018S006112;Gràcia;la Vila de Gràcia;Miércoles;2018;8;Agosto;8;9;Mañana;Caiguda (dues rodes)
2018S006112;Gràcia;la Vila de Gràcia;Miércoles;2018;8;Agosto;8;9;Mañana;Abast
2018S006113;Eixample;la Dreta de l'Eixample;Miércoles;2018;8;Agosto;8;10;Mañana;Col.lisió fronto-lateral
2018S006114;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Miércoles;2018;8;Agosto;8;11;Mañana;Xoc contra element estàtic
2018S006115;Eixample;el Fort Pienc;Miércoles;2018;8;Agosto;8;11;Mañana;Col.lisió fronto-lateral
2018S006116;Sants-Montjuïc;Sants;Miércoles;2018;8;Agosto;8;10;Mañana;Caiguda interior vehicle
2018S006117;Eixample;la Nova Esquerra de l'Eixample;Miércoles;2018;8;Agosto;8;13;Mañana;Col.lisió lateral
2018S006118;Eixample;la Dreta de l'Eixample;Miércoles;2018;8;Agosto;8;15;Tarde;Col.lisió lateral
2018S006119;Eixample;la Sagrada Família;Miércoles;2018;8;Agosto;8;15;Tarde;Abast
2018S006120;Sant Martí;la Verneda i la Pau;Miércoles;2018;8;Agosto;8;15;Tarde;Abast
2018S006121;Sant Martí;el Besòs i el Maresme;Miércoles;2018;8;Agosto;8;16;Tarde;Altres
2018S006122;Les Corts;la Maternitat i Sant Ramon;Miércoles;2018;8;Agosto;8;16;Tarde;Col.lisió lateral
2018S006123;Sant Martí;Provençals del Poblenou;Miércoles;2018;8;Agosto;8;22;Noche;Abast multiple
2018S006124;Eixample;la Dreta de l'Eixample;Miércoles;2018;8;Agosto;8;23;Noche;Atropellament
2018S006125;Sant Martí;el Poblenou;Miércoles;2018;8;Agosto;8;22;Noche;Caiguda (dues rodes)
2018S006126;Sant Andreu;la Sagrera;Jueves;2018;8;Agosto;9;5;Noche;Col.lisió fronto-lateral
2018S006127;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Jueves;2018;8;Agosto;9;8;Mañana;Col.lisió fronto-lateral
2018S006128;Sant Martí;el Camp de l'Arpa del Clot;Jueves;2018;8;Agosto;9;6;Mañana;Col.lisió lateral
2018S006129;Sants-Montjuïc;el Poble-sec;Jueves;2018;8;Agosto;9;8;Mañana;Abast multiple
2018S006130;Sants-Montjuïc;Sants;Jueves;2018;8;Agosto;9;8;Mañana;Col.lisió fronto-lateral
2018S006131;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Jueves;2018;8;Agosto;9;8;Mañana;Col.lisió lateral
2018S006132;Eixample;la Dreta de l'Eixample;Jueves;2018;8;Agosto;9;10;Mañana;Col.lisió fronto-lateral
2018S006133;Sarrià-Sant Gervasi;Sarrià;Jueves;2018;8;Agosto;9;9;Mañana;Caiguda (dues rodes)
2018S006134;Nou Barris;Verdun;Jueves;2018;8;Agosto;9;8;Mañana;Abast
2018S006135;Sant Andreu;la Trinitat Vella;Jueves;2018;8;Agosto;9;11;Mañana;Xoc contra element estàtic
2018S006136;Eixample;la Dreta de l'Eixample;Jueves;2018;8;Agosto;9;10;Mañana;Caiguda (dues rodes)
2018S006137;Sant Andreu;Sant Andreu;Jueves;2018;8;Agosto;9;8;Mañana;Col.lisió lateral
2018S006138;Eixample;Sant Antoni;Jueves;2018;8;Agosto;9;11;Mañana;Xoc contra element estàtic
2018S006139;Horta-Guinardó;Horta;Jueves;2018;8;Agosto;9;14;Tarde;Abast
2018S006140;Eixample;la Dreta de l'Eixample;Jueves;2018;8;Agosto;9;15;Tarde;Altres
2018S006141;Eixample;la Dreta de l'Eixample;Jueves;2018;8;Agosto;9;13;Mañana;Caiguda (dues rodes)
2018S006142;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Jueves;2018;8;Agosto;9;14;Tarde;Col.lisió fronto-lateral
2018S006143;Eixample;l'Antiga Esquerra de l'Eixample;Jueves;2018;8;Agosto;9;16;Tarde;Col.lisió lateral
2018S006144;Eixample;l'Antiga Esquerra de l'Eixample;Jueves;2018;8;Agosto;9;13;Mañana;Abast
2018S006144;Eixample;l'Antiga Esquerra de l'Eixample;Jueves;2018;8;Agosto;9;13;Mañana;Col.lisió lateral
2018S006145;Eixample;la Sagrada Família;Jueves;2018;8;Agosto;9;16;Tarde;Col.lisió lateral
2018S006146;Horta-Guinardó;el Carmel;Jueves;2018;8;Agosto;9;16;Tarde;Caiguda (dues rodes)
2018S006147;Les Corts;les Corts;Jueves;2018;8;Agosto;9;17;Tarde;Abast
2018S006148;Eixample;la Nova Esquerra de l'Eixample;Jueves;2018;8;Agosto;9;17;Tarde;Col.lisió fronto-lateral
2018S006149;Sants-Montjuïc;la Marina de Port;Jueves;2018;8;Agosto;9;19;Tarde;Col.lisió lateral
2018S006150;Eixample;la Sagrada Família;Jueves;2018;8;Agosto;9;17;Tarde;Col.lisió lateral
2018S006151;Gràcia;el Camp d'en Grassot i Gràcia Nova;Jueves;2018;8;Agosto;9;20;Tarde;Col.lisió lateral
2018S006152;Sants-Montjuïc;la Font de la Guatlla;Jueves;2018;8;Agosto;9;20;Tarde;Abast
2018S006153;Sant Andreu;Navas;Jueves;2018;8;Agosto;9;17;Tarde;Abast
2018S006154;Eixample;la Nova Esquerra de l'Eixample;Viernes;2018;8;Agosto;10;0;Noche;Col.lisió lateral
2018S006155;Eixample;la Nova Esquerra de l'Eixample;Jueves;2018;8;Agosto;9;20;Tarde;Atropellament
2018S006156;Eixample;l'Antiga Esquerra de l'Eixample;Jueves;2018;8;Agosto;9;17;Tarde;Col.lisió fronto-lateral
2018S006157;Sant Andreu;Navas;Jueves;2018;8;Agosto;9;18;Tarde;Caiguda (dues rodes)
2018S006158;Sant Martí;el Poblenou;Viernes;2018;8;Agosto;10;6;Mañana;Abast
2018S006159;Gràcia;el Camp d'en Grassot i Gràcia Nova;Viernes;2018;8;Agosto;10;5;Noche;Col.lisió fronto-lateral
2018S006160;Sant Martí;la Vila Olímpica del Poblenou;Viernes;2018;8;Agosto;10;7;Mañana;Abast
2018S006161;Horta-Guinardó;la Vall d'Hebron;Viernes;2018;8;Agosto;10;8;Mañana;Col.lisió lateral
2018S006162;Nou Barris;el Turó de la Peira;Viernes;2018;8;Agosto;10;7;Mañana;Xoc contra element estàtic
2018S006163;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Viernes;2018;8;Agosto;10;9;Mañana;Col.lisió lateral
2018S006164;Nou Barris;Vilapicina i la Torre Llobeta;Viernes;2018;8;Agosto;10;11;Mañana;Col.lisió lateral
2018S006165;Sant Martí;el Parc i la Llacuna del Poblenou;Viernes;2018;8;Agosto;10;11;Mañana;Col.lisió fronto-lateral
2018S006166;Sant Andreu;Sant Andreu;Viernes;2018;8;Agosto;10;12;Mañana;Encalç
2018S006167;Eixample;la Sagrada Família;Viernes;2018;8;Agosto;10;11;Mañana;Abast
2018S006168;Eixample;la Sagrada Família;Miércoles;2018;8;Agosto;8;15;Tarde;Col.lisió lateral
2018S006169;Gràcia;la Salut;Viernes;2018;8;Agosto;10;12;Mañana;Caiguda (dues rodes)
2018S006170;Sant Martí;la Verneda i la Pau;Viernes;2018;8;Agosto;10;13;Mañana;Col.lisió fronto-lateral
2018S006171;Eixample;l'Antiga Esquerra de l'Eixample;Viernes;2018;8;Agosto;10;15;Tarde;Col.lisió lateral
2018S006171;Eixample;l'Antiga Esquerra de l'Eixample;Viernes;2018;8;Agosto;10;15;Tarde;Abast
2018S006172;Eixample;el Fort Pienc;Viernes;2018;8;Agosto;10;15;Tarde;Caiguda (dues rodes)
2018S006172;Eixample;el Fort Pienc;Viernes;2018;8;Agosto;10;15;Tarde;Xoc contra element estàtic
2018S006173;Eixample;la Dreta de l'Eixample;Viernes;2018;8;Agosto;10;13;Mañana;Abast
2018S006174;Les Corts;les Corts;Viernes;2018;8;Agosto;10;16;Tarde;Col.lisió lateral
2018S006175;Ciutat Vella;el Barri Gòtic;Viernes;2018;8;Agosto;10;18;Tarde;Col.lisió lateral
2018S006176;Horta-Guinardó;Montbau;Viernes;2018;8;Agosto;10;17;Tarde;Abast multiple
2018S006177;Eixample;la Dreta de l'Eixample;Viernes;2018;8;Agosto;10;18;Tarde;Col.lisió lateral
2018S006178;Gràcia;la Vila de Gràcia;Viernes;2018;8;Agosto;10;19;Tarde;Altres
2018S006179;Sant Martí;el Parc i la Llacuna del Poblenou;Viernes;2018;8;Agosto;10;16;Tarde;Col.lisió lateral
2018S006180;Ciutat Vella;el Barri Gòtic;Viernes;2018;8;Agosto;10;18;Tarde;Col.lisió fronto-lateral
2018S006181;Gràcia;Vallcarca i els Penitents;Viernes;2018;8;Agosto;10;19;Tarde;Caiguda (dues rodes)
2018S006181;Gràcia;Vallcarca i els Penitents;Viernes;2018;8;Agosto;10;19;Tarde;Caiguda interior vehicle
2018S006182;Sant Martí;el Clot;Viernes;2018;8;Agosto;10;17;Tarde;Col.lisió lateral
2018S006183;Eixample;l'Antiga Esquerra de l'Eixample;Viernes;2018;8;Agosto;10;20;Tarde;Col.lisió lateral
2018S006184;Horta-Guinardó;Horta;Viernes;2018;8;Agosto;10;21;Tarde;Atropellament
2018S006185;Gràcia;el Camp d'en Grassot i Gràcia Nova;Sábado;2018;8;Agosto;11;0;Noche;Col.lisió fronto-lateral
2018S006186;Eixample;la Dreta de l'Eixample;Sábado;2018;8;Agosto;11;1;Noche;Abast
2018S006187;Sant Martí;la Vila Olímpica del Poblenou;Viernes;2018;8;Agosto;10;20;Tarde;Col.lisió fronto-lateral
2018S006188;Eixample;l'Antiga Esquerra de l'Eixample;Sábado;2018;8;Agosto;11;1;Noche;Col.lisió lateral
2018S006189;Eixample;la Nova Esquerra de l'Eixample;Sábado;2018;8;Agosto;11;5;Noche;Col.lisió lateral
2018S006190;Les Corts;les Corts;Sábado;2018;8;Agosto;11;8;Mañana;Col.lisió fronto-lateral
2018S006190;Les Corts;les Corts;Sábado;2018;8;Agosto;11;8;Mañana;Caiguda (dues rodes)
2018S006191;Eixample;l'Antiga Esquerra de l'Eixample;Sábado;2018;8;Agosto;11;9;Mañana;Encalç
2018S006191;Eixample;l'Antiga Esquerra de l'Eixample;Sábado;2018;8;Agosto;11;9;Mañana;Abast
2018S006192;Nou Barris;el Turó de la Peira;Sábado;2018;8;Agosto;11;10;Mañana;Col.lisió fronto-lateral
2018S006193;Sant Martí;Provençals del Poblenou;Sábado;2018;8;Agosto;11;11;Mañana;Caiguda interior vehicle
2018S006194;Les Corts;les Corts;Sábado;2018;8;Agosto;11;12;Mañana;Abast multiple
2018S006195;Eixample;la Nova Esquerra de l'Eixample;Sábado;2018;8;Agosto;11;13;Mañana;Caiguda (dues rodes)
2018S006196;Eixample;la Dreta de l'Eixample;Sábado;2018;8;Agosto;11;15;Tarde;Abast
2018S006197;Ciutat Vella;el Barri Gòtic;Sábado;2018;8;Agosto;11;17;Tarde;Col.lisió lateral
2018S006198;Sant Martí;el Clot;Sábado;2018;8;Agosto;11;18;Tarde;Atropellament
2018S006199;Eixample;la Dreta de l'Eixample;Sábado;2018;8;Agosto;11;17;Tarde;Caiguda (dues rodes)
2018S006200;Eixample;l'Antiga Esquerra de l'Eixample;Sábado;2018;8;Agosto;11;17;Tarde;Col.lisió fronto-lateral
2018S006201;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Sábado;2018;8;Agosto;11;18;Tarde;Caiguda (dues rodes)
2018S006202;Sant Andreu;el Bon Pastor;Sábado;2018;8;Agosto;11;18;Tarde;Abast
2018S006203;Gràcia;la Vila de Gràcia;Sábado;2018;8;Agosto;11;19;Tarde;Abast
2018S006204;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;Sábado;2018;8;Agosto;11;21;Tarde;Abast multiple
2018S006205;Sant Andreu;el Bon Pastor;Domingo;2018;8;Agosto;12;0;Noche;Col.lisió fronto-lateral
2018S006206;Les Corts;la Maternitat i Sant Ramon;Sábado;2018;8;Agosto;11;20;Tarde;Xoc contra element estàtic
2018S006207;Sant Andreu;Sant Andreu;Sábado;2018;8;Agosto;11;16;Tarde;Caiguda (dues rodes)
2018S006208;Eixample;el Fort Pienc;Domingo;2018;8;Agosto;12;0;Noche;Col.lisió lateral
2018S006209;Eixample;la Dreta de l'Eixample;Sábado;2018;8;Agosto;11;22;Noche;Xoc contra element estàtic
2018S006210;Eixample;Sant Antoni;Sábado;2018;8;Agosto;11;22;Noche;Abast
2018S006211;Sant Andreu;Sant Andreu;Domingo;2018;8;Agosto;12;6;Mañana;Xoc contra element estàtic
2018S006212;Horta-Guinardó;el Baix Guinardó;Domingo;2018;8;Agosto;12;10;Mañana;Col.lisió lateral
2018S006213;Sant Andreu;la Trinitat Vella;Domingo;2018;8;Agosto;12;13;Mañana;Abast
2018S006214;Horta-Guinardó;Horta;Domingo;2018;8;Agosto;12;14;Tarde;Caiguda (dues rodes)
2018S006215;Eixample;la Dreta de l'Eixample;Domingo;2018;8;Agosto;12;13;Mañana;Abast multiple
2018S006216;Nou Barris;la Prosperitat;Domingo;2018;8;Agosto;12;13;Mañana;Col.lisió lateral
2018S006216;Nou Barris;la Prosperitat;Domingo;2018;8;Agosto;12;13;Mañana;Abast multiple
2018S006217;Sants-Montjuïc;la Bordeta;Domingo;2018;8;Agosto;12;16;Tarde;Col.lisió fronto-lateral
2018S006218;Nou Barris;Vilapicina i la Torre Llobeta;Domingo;2018;8;Agosto;12;20;Tarde;Col.lisió lateral
2018S006219;Sants-Montjuïc;Sants;Domingo;2018;8;Agosto;12;21;Tarde;Caiguda interior vehicle
2018S006220;Sant Andreu;Navas;Domingo;2018;8;Agosto;12;22;Noche;Col.lisió frontal
2018S006221;Les Corts;Pedralbes;Lunes;2018;8;Agosto;13;0;Noche;Col.lisió lateral
2018S006222;Eixample;la Nova Esquerra de l'Eixample;Lunes;2018;8;Agosto;13;2;Noche;Abast
2018S006223;Sants-Montjuïc;Hostafrancs;Lunes;2018;8;Agosto;13;0;Noche;Caiguda (dues rodes)
2018S006224;Sant Andreu;la Trinitat Vella;Lunes;2018;8;Agosto;13;6;Mañana;Abast
2018S006225;Les Corts;la Maternitat i Sant Ramon;Lunes;2018;8;Agosto;13;9;Mañana;Col.lisió lateral
2018S006226;Les Corts;les Corts;Lunes;2018;8;Agosto;13;8;Mañana;Atropellament
2018S006226;Les Corts;les Corts;Lunes;2018;8;Agosto;13;8;Mañana;Xoc contra element estàtic
2018S006227;Sants-Montjuïc;la Bordeta;Sábado;2018;8;Agosto;11;9;Mañana;Xoc contra element estàtic
2018S006228;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;Lunes;2018;8;Agosto;13;10;Mañana;Col.lisió fronto-lateral
2018S006229;Eixample;l'Antiga Esquerra de l'Eixample;Lunes;2018;8;Agosto;13;6;Mañana;Xoc amb animal a la calçada
2018S006230;Eixample;la Sagrada Família;Lunes;2018;8;Agosto;13;10;Mañana;Caiguda (dues rodes)
2018S006230;Eixample;la Sagrada Família;Lunes;2018;8;Agosto;13;10;Mañana;Col.lisió lateral
2018S006231;Gràcia;la Salut;Lunes;2018;8;Agosto;13;12;Mañana;Col.lisió lateral
2018S006232;Gràcia;la Salut;Lunes;2018;8;Agosto;13;11;Mañana;Abast
2018S006233;Horta-Guinardó;Can Baró;Lunes;2018;8;Agosto;13;14;Tarde;Caiguda interior vehicle
2018S006234;Eixample;el Fort Pienc;Lunes;2018;8;Agosto;13;15;Tarde;Col.lisió lateral
2018S006235;Eixample;Sant Antoni;Lunes;2018;8;Agosto;13;15;Tarde;Abast
2018S006235;Eixample;Sant Antoni;Lunes;2018;8;Agosto;13;15;Tarde;Xoc contra element estàtic
2018S006236;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;Lunes;2018;8;Agosto;13;15;Tarde;Col.lisió lateral
2018S006237;Eixample;la Dreta de l'Eixample;Lunes;2018;8;Agosto;13;16;Tarde;Col.lisió lateral
2018S006238;Sants-Montjuïc;la Marina del Prat Vermell;Lunes;2018;8;Agosto;13;17;Tarde;Caiguda (dues rodes)
2018S006239;Ciutat Vella;el Raval;Lunes;2018;8;Agosto;13;18;Tarde;Col.lisió lateral
2018S006240;Nou Barris;Porta;Lunes;2018;8;Agosto;13;18;Tarde;Atropellament
2018S006241;Sant Martí;el Poblenou;Lunes;2018;8;Agosto;13;15;Tarde;Col.lisió fronto-lateral
2018S006242;Horta-Guinardó;el Baix Guinardó;Lunes;2018;8;Agosto;13;19;Tarde;Col.lisió fronto-lateral
2018S006243;Sant Martí;el Poblenou;Sábado;2018;8;Agosto;11;18;Tarde;Col.lisió fronto-lateral
2018S006244;Gràcia;la Salut;Lunes;2018;8;Agosto;13;16;Tarde;Abast
2018S006245;Sants-Montjuïc;la Marina de Port;Lunes;2018;8;Agosto;13;20;Tarde;Xoc contra element estàtic
2018S006246;Eixample;la Sagrada Família;Lunes;2018;8;Agosto;13;21;Tarde;Caiguda (dues rodes)
2018S006247;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Lunes;2018;8;Agosto;13;23;Noche;Abast
2018S006248;Eixample;la Dreta de l'Eixample;Martes;2018;8;Agosto;14;1;Noche;Col.lisió fronto-lateral
2018S006249;Sant Martí;el Camp de l'Arpa del Clot;Lunes;2018;8;Agosto;13;17;Tarde;Atropellament
2018S006249;Sant Martí;el Camp de l'Arpa del Clot;Lunes;2018;8;Agosto;13;17;Tarde;Abast
2018S006250;Sant Martí;el Camp de l'Arpa del Clot;Lunes;2018;8;Agosto;13;21;Tarde;Col.lisió fronto-lateral
2018S006251;Sant Martí;la Verneda i la Pau;Lunes;2018;8;Agosto;13;23;Noche;Col.lisió lateral
2018S006252;Eixample;la Dreta de l'Eixample;Lunes;2018;8;Agosto;13;23;Noche;Col.lisió lateral
2018S006253;Sant Martí;el Poblenou;Martes;2018;8;Agosto;14;6;Mañana;Col.lisió fronto-lateral
2018S006253;Sant Martí;el Poblenou;Martes;2018;8;Agosto;14;6;Mañana;Col.lisió lateral
2018S006254;Horta-Guinardó;el Carmel;Martes;2018;8;Agosto;14;9;Mañana;Xoc contra element estàtic
2018S006255;Sarrià-Sant Gervasi;el Putxet i el Farró;Martes;2018;8;Agosto;14;10;Mañana;Atropellament
2018S006256;Ciutat Vella;el Barri Gòtic;Martes;2018;8;Agosto;14;12;Mañana;Atropellament
